name,ingredients,nutrition,steps,meal_type,allergen,equipment_needed,method,protein,calories,carbs,fiber,prep_time,cook_time,fat,bucket,timing,dietary,allergens,equipment,health_tags,effort_tags,flavor_tags
Berry Protein Smoothie,banana berries greek yogurt milk protein powder,Protein 32.9g Calories 288.7,"Add all ingredients to a blender. Blend until smooth, adding a splash of liquid if needed. Pour into a glass and serve cold.",Breakfast,Dairy,Blender,Blend,32.9,288.7,40.1,4.2,5,2,5.7,Breakfast,['Breakfast'],['Vegan'],['Contains Dairy'],"['没有Blender', '没有No-Cook']","['Protein High', 'Stable Energy']","['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Sweet', 'Sour', 'Creamy', 'Comfort Food']"
Lemon Garlic Chicken Meatballs,chicken breast olive oil salt pepper garlic,Protein 35.2g Calories 495.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,35.2,495.1,20.9,2.2,10,20,11.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Honey Mustard Pork Steak,beef olive oil salt pepper garlic,Protein 34.3g Calories 433.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,34.3,433.2,13.5,4.7,10,20,21.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food', 'Date Night']"
Lemon Garlic Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 24.0g Calories 642.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.0,642.6,3.8,1.7,10,20,27.3,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Baked Shrimp Breast,shrimp garlic olive oil salt pepper lemon,Protein 48.2g Calories 682.5,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,48.2,682.5,13.3,0.8,15,25,20.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Classic Turkey Chops,ground turkey onion garlic salt pepper,Protein 51.0g Calories 459.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,51.0,459.9,27.9,3.6,10,20,16.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Honey Mustard Cod Bowl,fish lemon olive oil salt pepper,Protein 31.3g Calories 695.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.3,695.2,15.1,4.9,10,20,25.4,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Classic Cod Chops,fish lemon olive oil salt pepper,Protein 46.9g Calories 588.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,46.9,588.0,29.6,3.2,10,20,23.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Grilled Shrimp Chops,shrimp garlic olive oil salt pepper lemon,Protein 34.7g Calories 578.4,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,Shellfish,Stove,Grill,34.7,578.4,14.5,1.1,10,15,16.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Roasted Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 50.4g Calories 405.7,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,50.4,405.7,19.5,0.8,15,25,13.0,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],['Savory']
Herb Lentil Soup,lentils onion carrot celery garlic broth,Protein 34.0g Calories 250.9,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,34.0,250.9,19.0,8.7,10,25,18.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Volume Eater']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy']"
Spicy Beef Chops,beef olive oil salt pepper garlic,Protein 23.1g Calories 673.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,23.1,673.5,13.5,0.8,10,20,24.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Creamy Turkey Cutlets,ground turkey onion garlic salt pepper,Protein 26.9g Calories 470.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.9,470.7,33.3,4.9,10,20,25.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Smoky Turkey Roast,ground turkey onion garlic salt pepper,Protein 35.1g Calories 386.2,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,35.1,386.2,16.4,1.4,15,25,22.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Comfort Food']"
Creamy Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 30.5g Calories 497.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,30.5,497.7,29.9,3.2,10,20,17.9,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
Roasted Cod Cutlets,fish lemon olive oil salt pepper,Protein 46.3g Calories 443.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,46.3,443.8,18.8,2.2,15,25,26.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Smoky Turkey Casserole,ground turkey onion garlic salt pepper,Protein 39.7g Calories 802.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,39.7,802.0,73.5,4.9,10,20,16.5,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Spicy Lentil Soup,lentils onion carrot celery garlic broth,Protein 37.1g Calories 431.0,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,37.1,431.0,47.7,3.1,10,25,18.8,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Spicy', 'Warm & Soupy', 'Comfort Food']"
Baked Pork Cutlets,pork salt pepper onion garlic,Protein 41.2g Calories 420.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,41.2,420.0,35.0,0.6,15,25,20.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],"['Savory', 'Comfort Food']"
Classic Lentil Soup,lentils onion carrot celery garlic broth,Protein 34.1g Calories 558.4,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,34.1,558.4,26.4,4.2,10,25,18.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy']"
Lemon Garlic Pork Cutlets,pork salt pepper onion garlic,Protein 26.4g Calories 682.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.4,682.1,17.5,1.3,10,20,28.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Smoky Salmon Stir-Fry,fish lemon olive oil salt pepper,Protein 32.5g Calories 777.8,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,32.5,777.8,1.1,3.0,10,15,19.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Date Night']"
Creamy Beef Roast,beef olive oil salt pepper garlic,Protein 22.8g Calories 470.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,22.8,470.0,37.2,3.9,15,25,26.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],"['Savory', 'Creamy', 'Comfort Food']"
Creamy Pork Meatballs,pork salt pepper onion garlic,Protein 26.1g Calories 636.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.1,636.6,11.5,4.2,10,20,26.3,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Lemon Garlic Black Bean Bowl,,Protein 43.2g Calories 375.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,43.2,375.5,17.9,0.5,10,20,8.1,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Honey Mustard Beef Stir-Fry,beef olive oil salt pepper garlic,Protein 47.0g Calories 422.4,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,47.0,422.4,22.0,3.2,10,15,24.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Smoky Salmon Casserole,fish lemon olive oil salt pepper,Protein 24.3g Calories 517.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.3,517.8,67.0,5.1,10,20,12.8,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food', 'Date Night']"
Honey Mustard Tofu Bowl,tofu soy sauce garlic ginger sesame oil,Protein 35.7g Calories 586.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,35.7,586.2,4.4,3.6,10,20,15.3,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Honey Mustard Chicken Roast,chicken breast olive oil salt pepper garlic,Protein 26.3g Calories 416.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,26.3,416.8,17.2,1.4,15,25,21.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Smoky Salmon Cutlets,fish lemon olive oil salt pepper,Protein 41.9g Calories 582.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,41.9,582.9,3.4,0.4,10,20,23.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food', 'Date Night']"
Honey Mustard Chickpea Stew,chickpeas olive oil garlic lemon salt pepper onion broth,Protein 26.4g Calories 615.3,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,26.4,615.3,30.6,7.1,15,60,13.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Slow Burn', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Sour', 'Warm & Soupy', 'Sick Day']"
Roasted Shrimp Stir-Fry,shrimp garlic olive oil salt pepper lemon,Protein 29.6g Calories 631.3,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,29.6,631.3,0.6,2.1,15,25,27.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Herb Salmon Steak,beef olive oil salt pepper garlic,Protein 44.1g Calories 628.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,44.1,628.6,13.3,3.3,10,20,9.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Date Night']"
Honey Mustard Black Bean Bowl,,Protein 27.3g Calories 645.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.3,645.4,31.2,4.2,10,20,18.2,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Spicy Veggie Stir-Fry,,Protein 29.0g Calories 346.3,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Breakfast,,Stove,Grill,29.0,346.3,3.0,1.4,10,15,22.9,Breakfast,['Breakfast'],[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Spicy', 'Comfort Food']"
Baked Shrimp Roast,shrimp garlic olive oil salt pepper lemon,Protein 23.3g Calories 775.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,23.3,775.6,8.0,5.6,15,25,23.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Honey Mustard Beef Casserole,beef olive oil salt pepper garlic,Protein 23.6g Calories 664.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,23.6,664.6,85.1,4.8,10,20,15.1,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Roasted Turkey Breast,ground turkey onion garlic salt pepper,Protein 48.0g Calories 632.3,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,48.0,632.3,13.3,2.2,15,25,10.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],['Savory']
Lemon Garlic Beef Steak,beef olive oil salt pepper garlic,Protein 44.3g Calories 675.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,44.3,675.8,35.8,5.8,10,20,16.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Date Night']"
Smoky Veggie Stir-Fry,,Protein 24.0g Calories 319.2,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Breakfast,,Stove,Grill,24.0,319.2,16.8,2.4,10,15,19.3,Breakfast,['Breakfast'],[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Smoky Black Bean Bowl,,Protein 24.4g Calories 610.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.4,610.8,24.1,3.3,10,20,26.1,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
